Qiime_ID,Input_ID,Genus,OTU,Taxa
>V4_3099,V4_AIGC01000023_Escherichia_coli_DEC7C,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3898,V4_CP000863_Acinetobacter_baumannii_ACICU,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3899,V4_CP000918_Streptococcus_pneumoniae_70585,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_3890,V4_CP000736_Staphylococcus_aureus_subsp_aureus_JH1,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_3891,V4_CP000736_Staphylococcus_aureus_subsp_aureus_JH1,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_3892,V4_CP000736_Staphylococcus_aureus_subsp_aureus_JH1,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_3893,V4_CP000863_Acinetobacter_baumannii_ACICU,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3894,V4_CP000863_Acinetobacter_baumannii_ACICU,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3895,V4_CP000863_Acinetobacter_baumannii_ACICU,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3896,V4_CP000863_Acinetobacter_baumannii_ACICU,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_3897,V4_CP000863_Acinetobacter_baumannii_ACICU,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_1948,V4_AFGI01000003_Listeria_monocytogenes_str_Scott_A,Listeria,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__;s__
>V4_1949,V4_AFGI01000005_Listeria_monocytogenes_str_Scott_A,Listeria,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__;s__
>V4_4321,V4_DD411313_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_4320,V4_DD411312_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_4327,V4_DI106492_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_4326,V4_DI106234_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_4325,V4_DI106060_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_4324,V4_DI047355_Helicobacter_pylori,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_1940,V4_AFGD01000003_Streptococcus_pneumoniae_GA41301,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1941,V4_AFGD01000004_Streptococcus_pneumoniae_GA41301,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1942,V4_AFGD01000012_Streptococcus_pneumoniae_GA41301,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1943,V4_AFGD01000014_Streptococcus_pneumoniae_GA41301,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1944,V4_AFGD01000017_Streptococcus_pneumoniae_GA41301,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1945,V4_AFGI01000001_Listeria_monocytogenes_str_Scott_A,Listeria,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__;s__
>V4_1946,V4_AFGI01000001_Listeria_monocytogenes_str_Scott_A,Listeria,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__;s__
>V4_1947,V4_AFGI01000003_Listeria_monocytogenes_str_Scott_A,Listeria,14,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__;s__
>V4_2945,V4_AIFL01000072_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2944,V4_AIFL01000072_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2947,V4_AIFL01000073_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2946,V4_AIFL01000073_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2941,V4_AIFL01000064_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2940,V4_AIFL01000042_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2943,V4_AIFL01000069_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2942,V4_AIFL01000069_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2949,V4_AIFL01000087_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2948,V4_AIFL01000074_Escherichia_coli_DEC4B,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2419,V4_AGPS01000014_Streptococcus_pneumoniae_GA47360,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2418,V4_AGPS01000013_Streptococcus_pneumoniae_GA47360,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_232,V4_AB592516_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_233,V4_AB592517_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_230,V4_AB592514_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_231,V4_AB592515_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_236,V4_AB592520_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_237,V4_AB592521_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_234,V4_AB592518_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_235,V4_AB592519_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_238,V4_AB592522_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_239,V4_AB592523_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_1809,V4_AF522641_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1808,V4_AF522640_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1805,V4_AF522637_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1804,V4_AF522636_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1807,V4_AF522639_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1806,V4_AF522638_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1801,V4_AF522633_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1800,V4_AF522632_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1803,V4_AF522635_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1802,V4_AF522634_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_588,V4_ABHW01000162_Escherichia_coli_O157-H7_str_EC508,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_589,V4_ABJO01000269_Helicobacter_pylori_HPKX_438_AG0C1,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_584,V4_ABHW01000005_Escherichia_coli_O157-H7_str_EC508,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_585,V4_ABHW01000020_Escherichia_coli_O157-H7_str_EC508,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_586,V4_ABHW01000028_Escherichia_coli_O157-H7_str_EC508,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_587,V4_ABHW01000042_Escherichia_coli_O157-H7_str_EC508,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_580,V4_ABHU01000005_Escherichia_coli_O157-H7_str_EC869,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_581,V4_ABHU01000005_Escherichia_coli_O157-H7_str_EC869,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_582,V4_ABHU01000005_Escherichia_coli_O157-H7_str_EC869,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_583,V4_ABHU01000090_Escherichia_coli_O157-H7_str_EC869,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5320,V4_FR774048_Neisseria_meningitidis_WUE_2594,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_5321,V4_FR774048_Neisseria_meningitidis_WUE_2594,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_5322,V4_FR774568_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_5323,V4_FR774572_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_5324,V4_FR774573_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_5325,V4_FR774581_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_5326,V4_FR819760_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5327,V4_FR821777_Staphylococcus_aureus_subsp_aureus_MSHR1132,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_5328,V4_FR821777_Staphylococcus_aureus_subsp_aureus_MSHR1132,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_5329,V4_FR821777_Staphylococcus_aureus_subsp_aureus_MSHR1132,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_6679,V4_JQ315934_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6678,V4_JQ315933_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6677,V4_JQ315932_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6676,V4_JQ315931_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6675,V4_JQ315930_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6674,V4_JQ315929_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_6673,V4_JQ315242_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6672,V4_JQ312120_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6671,V4_JQ284035_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6670,V4_JQ271795_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4811,V4_EU555536_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_4810,V4_EU547777_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_4813,V4_EU580696_Rhodobacter_sp_NP25B,Rhodobacter,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
>V4_4812,V4_EU557028_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4815,V4_EU586794_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4814,V4_EU586550_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_4817,V4_EU603682_Staphylococcus_aureus,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4816,V4_EU586796_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4819,V4_EU604543_Staphylococcus_aureus,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4818,V4_EU603705_Staphylococcus_aureus,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_5498,V4_GU045400_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5499,V4_GU045401_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5492,V4_GU045394_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5493,V4_GU045395_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5490,V4_GU011949_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5491,V4_GU011950_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5496,V4_GU045398_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5497,V4_GU045399_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5494,V4_GU045396_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_5495,V4_GU045397_Streptococcus_pneumoniae,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1379,V4_AF310539_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_6418,V4_JN667932_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6413,V4_JN667912_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6412,V4_JN667903_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_1371,V4_AF310531_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_6410,V4_JN667901_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6417,V4_JN667929_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6416,V4_JN667924_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6415,V4_JN667921_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6414,V4_JN667920_Acinetobacter_baumannii_Canada_BC_5,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6492,V4_JN668218_Acinetobacter_baumannii_Naval_81,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6491,V4_JN668210_Acinetobacter_baumannii_Naval_81,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6490,V4_JN668205_Acinetobacter_baumannii_Naval_81,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_4549,V4_DQ677778_Streptococcus_mutans,Streptococcus,30,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
>V4_324,V4_AB680072_Escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_325,V4_AB680087_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_2778,V4_AIEV01000060_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2779,V4_AIEV01000061_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2772,V4_AIEV01000048_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2773,V4_AIEV01000055_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2770,V4_AIEV01000041_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2771,V4_AIEV01000047_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2776,V4_AIEV01000058_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2777,V4_AIEV01000059_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2774,V4_AIEV01000056_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2775,V4_AIEV01000057_Escherichia_coli_DEC1A,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_1959,V4_AFGS01000007_Streptococcus_pneumoniae_GA47368,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1958,V4_AFGS01000007_Streptococcus_pneumoniae_GA47368,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_3429,V4_AY132113_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_3428,V4_AY132112_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_3139,V4_AJ239311_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
